,Tweet,HS_Weak
1674,user user user user top nya bela nista agama belaga bela agama wkwk mabuk,1
1675,user user muka cabul muka sih banci berani anonim,1
1678,user adminnya tolol,1
1679,user user istimewa orang mata jokowi publik te ipu samar dukung atur perintah ganti undang undang organisasi masyarakat,1
1680,eror jo kampang kemarin,1
1684,user user marah umat gue pikir mati minum kencing onta,1
1689,user plonga plongo pah poh plonga plongo lapor ahli filsafah dungu moga hukum berat belah user bukti nista agama sih janda user tuntut,1
1699,user dasar wkwk manusia homo,1
1701,user user user user user najis mugholadoh user,1
1703,mabuk mrebes mil cupu,1
1711,user user serah gue gue maki cebong haha lucu banget cebong kafir nih sok iya data lihat pintar mata cebong cebong haha sadar ceplos maki agama i,1
1713,lihat orang sulit bantu lihat pas susah bantu mampus tai,1
1714,user adek ustad otak nangkring dengkul susah jalan bantu amplop biar oceh utara kidul adik ustad pelihara jenggot bandot doyan provokator santa santai adik ustad perut bun,1
1716,user user user user user user user user user user cocok ejek sontoloyo bom kampung kasih mati orang,1
1719,user kelas presiden paham atur indonesia hancur,1
1726,user user nasional bicara ember bicara data modal congor ludah nenek nenek bunting,1
1728,user user user user user hadap cebong santai mbak santai kesal bikin cebong emosi,1
1730,user user aneh user komisi berantas korupsi bubar ott maling maling rakyat,1
1738,user jokowi agus harimurti yudhoyono lawan prabowo tau,1
1739,user user user ustad gim gim nama lupa cebong kampret henti mesti henti kafir dajjal,1
1746,user tau ah bicara onta,1
1748,user bela cari bela cari sensasi ya gua bangga ajar 2 mata ajar doang anjing,1
1751,user wkwk admin user tolol kuadrat,1
1767,user user belek onta bicara gue,1
1774,sangka nyata susilo bambang yudhoyono fitnah sepe i jokowi susilo bambang yudhoyono diktator kayak jokowi uniform resource locator,1
1776,user user cacat otak pelihara,1
1777,user user user mata picek a duit paksa beli hutang release 11 bank koar koar bayar dana urus dungu plus kocak ambil,1
1780,user user user user sekolah agama merah ya sekolah kapar kafir barang barang made in saudi handphone cina kasihan gue hidup gila ya jokowi 2 periode ahok bebas tuan guru bajang,1
1781,user banci kaleng,1
1782,user user kampret apes mata salah pakde jokowi perintah prabowo mata,1
1783,hutang ribu triliun amp sepe inya sengaja utang rezim jokowi nasionalis pancasilais prediksi sengaja hancur negara republik indonesia biar gadai pe iwi jual as,1
1784,korban rezim komunis angka tanggung tanggung 100 juta darah manusia cecer paham halal,1
1787,orang amien sih tua belah agama hak sayang otak maling teriak maling resmi tahan komisi berantas korupsi,1
1788,user mampus kunyuk,1
1792,user user ya mundur user bunuh ratus enam puluh juta rakyat perlahan,1
1795,user user ancam ancam kayak banci jancuk,1
1796,awak doa sih setya novanto cape mati mudah mudah setya novanto mati nya banda uniform resource locator,1
1800,user tulis spo ifitas salah spo ivitas ahai banci kaleng kena goreng malu sih gembel warung internet,1
1805,user negara jual hebat lek jokowi negara keteng kuasa perintah negara calon pegawai negeri sipil khusus sinamata sipit perkosa negara khianat dasar partai komunis indonesia,1
1806,user bangsat banci,1
1812,user ahok nista islam korban politik keji anak bangsa prestasi mati goblok coba,1
1818,hobi utang jual aset sibuk urus jual isu radikal impor hasil tani ternak impor tenaga kerja asing amnesia pura pura lupa plonga plongo rupiah belas ribu miskin x,1
1824,user user user user minum kencing onta nih,1
1826,user user user bilang bicara umat agama bodoh bilang umat islam logika goblok bilang kitab suci parah a inya hina agama k,1
1827,user bacot ngentot pulsa doang teman biar rantau orang kenal wkwk,1
1828,user balas banget ih sih pecun gerak cepat ah,1
1830,user user ferdinan pintar jaga congor sok jago lawan jokowi teman lihat serang kayak orang bego bilang jabat isi ruhut tumpul a inya otak kakak,1
1847,lengser nih orang dasar kecut jokowi,1
1852,populer 8 prabowo isu rohingya tekan perintah uniform resource locator uniform resource locator,1
1856,user user ahok sosok komplit hati busuk jijik kalah berengsek nista,1
1864,user edan user kepala polisi republik indonesia isu rohingya goreng serang perintah jokowi uniform resource locator,1
1867,user user user bego baca salah baca biar dungu bong,1
1874,user user user tai,1
1879,user user hutang gede rakyat susah iya alay politik,1
1891,infrastruktur user,1
1900,owo hidup nafsu presiden muncul isu partai komunis indonesia komunis anti islam antek cina puter puter situ,1
1905,sih om bule geblek ya malam malam sepeda hem,1
1917,anies rangkul surat pemberitahuan dangkal cekak intelektual budak ahok kafir,1
1921,nek 1 8t i iya bajing orang,1
1922,user nyata manusia orang busuk busuk bangkai apes apes,1
1930,urus telur becus urus dasar cungkring peang 2 x,1
1932,user user user user user janji deh janji puluh juta lapang kerja rakyat tenaga kerja asing cina,1
1933,user twit bikin warganet suuzan ngentot,1
1935,penggal video goreng angin orang dungu nekat goreng angin,1
1939,user dasar berengsek,1
1944,user gerindra rusuh prabowo utang bayar karyawan,1
1950,user kali angkat sesal orang orang indonesia pilih jokowi uniform resource locator,1
1955,gaya beruk preman kampung mantan supir tembak metromini masuk dewan wakil rakyat kampung debat ajak rantam ancam kayak banteng uniform resource locator,1
1969,cocot busuk,1
1977,assalamualaikum twit takut letnan jenderal purna tentara nasional indonesia prabowo si presiden indonesia takut dosa nya bongkar korupsi langgar ham,1
1982,user tulis parah dandhy laksono keliar masuk televisi bakar sekolah pikir,1
1988,efek tuan guru bajang kayak teman teman bicara dadak kayak cebong ya,1
1991,user mantan kutuk,1
1992,user user user topik anies sandi saracen adam yesus sok tau agama 150 ternak biar seru,1
1994,user wkwk curhat colong bajing masuk mantap mampus,1
1997,turun langsung lapang sungguh jongos cina duh,1
2003,user user user user user fungsi media sosial indonesia sebar fitnah as cerdas uniform resource locator,1
2004,user sirik onta,1
2006,beda ikhlas bayar,1
2011,user user user user user user user user kampret bilang jokowi antek cina kasih medali emas cina,1
2015,user user user pintar gue gugat nya katai cebong ngeles kayak bajaj gugat gampang haha,1
2026,sungguh harga daging tembus angka 200 ribu kilo perintah jokowi gagal kelola negara uniform resource locator,1
2030,user malas deh gue baca nya sok ganteng banget sih onta,1
2035,jokowi utang mulu gue tau jaman susilo bambang yudhoyono bilang suruh gue,1
2051,orde pilih prabowo reformasi pilih jokowi nasib pilih kecuali nasib negara,1
2053,user user orang lupa bayar karyawan nya bacot,1
2054,gerebek jokowi salah demokrasi front bela islam mas bro user user jokowi otoriter hehe,1
2060,umat islam daftar nama nama menteri sontoloyo menteri korup nama nuser menteri sontoloyo muslim tabiat nista islam menteri pro lgbt batal,1
2065,user rezim lihat anti islam,1
2068,user user user user titip bogem bro biar ngelunjak kunyuk,1
2069,user bodoh nenek,1
2077,user fi nih cewek burik now bangsat nyata hode burik,1
2078,al alquran ya bang mulut kayak orang kafir bejat hina user,1
2080,user user rep help lelang acc mata picek mentang mentang nama iya bilang gue usn,1
2086,user ge doa antek sih gerung modar kena bom,1
2087,percaya usaha asing media lokal dasar antek asing om user,1
2094,teriak teriak partai komunis indonesia ganyang salat aji tuhan partai komunis indonesia uniform resource locator,1
2096,user ar sehat calon presiden susilo bambang yudhoyono jelang pikun pikun,1
2101,user bisik lembut penuh cinta muka mangan gaji buta kampret,1
2102,addie ms bongkar libat veronica ahok gubernur jaka a uniform resource locator,1
2103,pilih jokowi susah susah teman orang percaya jokowi nyata susilo bambang yudhoyono,1
2106,user user user user maksud gue maki user goblok jokowi bayar utang susilo bambang yudhoyono utang bayar presiden,1
2108,selamat jokowi hasil hutang bayar rakyat good luck,1
2114,user rezim suha o kroni prabowo anti islam lihat muslim priok demo bantai keluarga suha o prabowo,1
2125,user akun kecebong kelola etnis te entu gaya kecut cebong jaka a dendam anies sandi,1
2132,user syiah kafir,1
2134,user user bacot pecun,1
2135,user user pikir onta kesana bro eh nyata pakai kafir bacot semba,1
2138,user maju anjing uniform resource locator,1
2139,sembako nama presiden gilir utang nama rakyat juragan,1
2141,user kayak tai congor jablay lebar kayak anjing,1
2147,user prabowo,1
2150,user jokowi presiden aneh aneh revolusi mental jalan bla bla pokok salah jokowi deh,1
2151,ahmad dhani borok sampah babi anjing orang pe muak lihat muka dhani bangga,1
2154,user mata picek,1
2155,badan gue bicara hoi dengar tulang gue bunyi mata gue lelah lihat layar melulu tangan cape etik melulu he budek gue dengar bego maaf gue,1
2156,perilaku sih babi user benci bau islam cocok ahok user,1
2164,era susilo bambang yudhoyono kritik fitnah netz media sosial nyata aman diktator jokowi tangkap uniform resource locator,1
2171,user habis enak sakit dasar cowok berengsek,1
2180,user user user user user user user user user ya nama goblok akut bang ajar pintar dongok,1
2190,rohingya olah olah alat politik prabowo,1
2193,ahok sih hina al qur an ulama sikap jijik sok suci hypertext transfer protocol over secure socket layer t co btkcetnk0g,1
2194,user alhamdulillah gubernur gagal amp bobrok ganti gubernur muslim insyaallah lelah juang niat ibadah nikmat juang lawan pimpin zalim,1
2196,user user user bilang otak gue belatung sarang ah eh banci isi otak hati isi belatung bangkai benci akut,1
2197,user salah ciri orang munafik janji dusta kayak jokowi uniform resource locator,1
2205,user user user makhluk tuhan nyinyir,1
2209,user user minum air kencing onta air minum suling tinja otak error stres,1
2217,user dipukili joko kristanto,1
2218,topeng fix buka user dukung bau busuk,1
2225,user user bocah pakai baju hitam bangsat salah,1
2231,user lihat bodoh wkwkwkwkkkk tulis prabowo gambar goreng isu gera 30 september partai komunis indonesia,1
2233,user user user user user bencong hasil selingkuh maknya perek gerwani kuda prabowo lahir sih onta bencong akun abal abal ngeooaahahahaaaaa xf,1
2239,user pintar bacot ya lawan nya bu sri,1
2243,user haha boca agama lucu bangkit abad pe barangkali goblok fuck,1
2256,prabowo wajar bicara rohingya presiden enak,1
2263,bu silvy anti pegawai negeri sipil level rendah,1
2264,user user user user user user user user user user user doa moga kabul daerah serbu tenaga kerja asing asing gawattt,1
2269,user kakak kampung cih,1
2271,konstitusional hak rakyat oi nih plonga plongo laku otoriter,1
2274,user iya aman mayoritas rakyat umat islam hati sakit sukses kendali sukses jaga emosi bangsa presiden pelihara cebong,1
2276,hina iriana jokowi langsung tangkap hina wakil presiden aman uniform resource locator,1
2277,user den den nista banget hidup fitnah abu jibril maaf bikin fitnah sedih banget tingkat cerdas main tuju tuju mbek congor busuk su,1
2279,user sontoloyo sih kecut,1
2284,user berisik bacot,1
2294,user user berani bubar komisi berantas korupsi hadap rakyat anjing,1
2298,user ya bacot bangsat,1
2310,user langsung strok wkwk orang picek tau,1
2311,lihat rakyat amp negara republik indonesia mending mundur jokowi uniform resource locator,1
2315,user omong culun,1
2316,user mampus,1
2329,user modal cebong copy paste bukti kapasitas otak minimal,1
2330,user user user terima kasih unik kayak armeries udik,1
2339,user rezim kuasa korban pers rezim susilo bambang yudhoyono,1
2346,lipstick sapu tangan bora hati mampus malu makan cipok,1
2349,user user sarap nih sih jul sebentar sirosis,1
2355,user user user user user sih rosa muka tugu batu nissan gentle kaum cebong,1
2356,kerja suha o susilo bambang yudhoyono korupsi tangkap uniform resource locator,1
2359,user user user user user user setujuuuu banget jokowi mundur bosan lihat,1
2360,user onta ya otak pikir picik,1
2361,lucu banget ahok sambung kena sekak mat pe anyaan isu agama dasar cina tolol haha,1
2363,user bagus negara kafir tat ustad hijrah k thailand ya,1
2369,rihanna nyata diet kampang bicara kalori,1
2370,user kau kalah lae jual pasar tradisional sadar kali kau makan mie gomak lae,1
2371,user user huhahahhahahaaa usaha kayak raya menang ber darah darah jaman jokowi sangking susah jaman rezim kelola ekonomi negara beras mahal sembako mahal daya beli turun masyarakat,1
2380,user user bantu rohingya citra derita warga rohingya bantu pakai demo,1
2382,tangkap narkoba kaget tangkap hubung saracen kaget anies sandi,1
2386,kerja tulus diktator jokowi tukang mungkir janji ludah mayat korban genosida 1965 1966 bantai,1
2398,user user banget jasa menang anies sandi user user,1
2402,sih ahok kampret becus kerja citra melulu sih ahok kampret uniform resource locator,1
2405,muka kampung tampang laku sinkron,1
2412,malu ya uang rakyat suap rakyat elektabilitas,1
2422,user user nyabu ya,1
2424,user jokowi tipu nya jelek moga amin ya allah,1
2428,user nama pahlawan malam saran lapor coba agama sih abu janda,1
2435,bajing silvy,1
2436,user ih kontol,1
2437,acara rizieq pulang jokowi lengser makar presiden pulang pakai daster,1
2438,sial hidup jaman orang umbar nakal kagum remaja remaja tolol,1
2444,user user user iya ta sebar ahok cebong subur,1
2448,sih kunyuk twitnya genap generalisasi kaum bacot mutu sepe i lihat sarap,1
2453,user nu cabang kristen,1
2458,user user user kampang orang,1
2466,user nama rejim jungkir malu 2 periode sori ya pilih 2019 ganti presiden,1
2469,26 sabtu kemarin polisi pilih henti diskusi sesuai duga user serang jokowi isu perintah represif rezim otoriter,1
2476,kepala polisi republik indonesia pensiun ketimbang pimpin polisi republik indonesia adu surat pemberitahuan korban abai,1
